Date,Product Category,Product Name,Region,Sales Revenue (USD),Units Sold,Customer Segment,Customer Type,Market Share (%)
2023-10-13,Gaming,Tesla V100,Europe,1566745.52,1870,Educational Institutions,Individual,57.27
2023-10-13,Data Center,RTX 4090,South America,1995349.1,766,Cloud Providers,Business,53.65
2023-10-14,Data Center,RTX 3080,South America,731448.3,3934,Educational Institutions,Business,62.19
2023-10-15,AI,RTX 4090,Middle East,1258392.87,1743,Educational Institutions,Individual,41.56
2023-10-16,AI,RTX 4090,North America,1723729.83,1992,AI Researchers,Individual,36.97
2023-10-16,OEM,RTX 3080,North America,699314.42,1315,Cloud Providers,Business,48.54
2023-10-16,AI,Quadro P2200,Europe,467203.41,261,AI Researchers,Business,69.55
2023-10-16,AI,Tesla T4,Middle East,814388.0,2192,Educational Institutions,Business,62.69
2023-10-16,AI,RTX 3080,South America,1144826.94,1405,AI Researchers,Business,36.56
2023-10-16,OEM,Quadro P2200,Middle East,929399.11,3671,Educational Institutions,Individual,62.62
2023-10-16,Data Center,Tesla T4,Africa,587873.62,1788,Gamers,Business,59.9
2023-10-17,OEM,RTX 3080,APAC,1533077.83,1179,Gamers,Business,63.27
2023-10-17,Data Center,RTX 4090,APAC,121022.28,2941,Gamers,Individual,61.46
2023-10-17,Data Center,Tesla V100,Middle East,1623745.44,3409,AI Researchers,Individual,33.62
2023-10-18,AI,RTX 4090,Middle East,1893541.73,1034,AI Researchers,Individual,31.59
2023-10-18,Gaming,Tesla V100,APAC,664771.94,964,Gamers,Individual,35.8
2023-10-19,Gaming,RTX 4090,APAC,1306204.51,4589,Educational Institutions,Business,61.26
2023-10-19,Data Center,RTX 3080,Africa,322809.02,3938,Cloud Providers,Business,37.07
2023-10-19,Data Center,Tesla V100,North America,1804385.64,690,Cloud Providers,Individual,30.92
2023-10-19,Data Center,RTX 4090,Europe,450713.98,299,AI Researchers,Individual,40.67
2023-10-19,AI,Tesla V100,Africa,1536473.87,3955,Gamers,Business,66.29
2023-10-19,Data Center,RTX 4090,Europe,1103551.19,3522,Educational Institutions,Business,63.23
2023-10-19,Gaming,RTX 3080,APAC,563676.17,825,Educational Institutions,Individual,55.34
2023-10-20,Gaming,Quadro P2200,Africa,1299706.56,311,Gamers,Individual,48.29
2023-10-20,OEM,RTX 3080,APAC,936297.48,3579,Cloud Providers,Business,49.36
2023-10-21,Data Center,Tesla V100,South America,136593.82,4755,Cloud Providers,Business,61.73
2023-10-21,OEM,Quadro P2200,South America,1614129.04,322,Gamers,Business,50.14
2023-10-22,Gaming,RTX 3080,Europe,359358.93,3866,Educational Institutions,Individual,35.56
2023-10-22,OEM,Quadro P2200,North America,1198497.82,3366,Educational Institutions,Business,39.04
2023-10-24,Data Center,RTX 3080,North America,1049838.02,2847,AI Researchers,Individual,58.68
2023-10-24,Gaming,Tesla T4,Middle East,1207136.91,3459,Gamers,Business,55.73
2023-10-25,Gaming,RTX 3080,South America,158512.61,1524,AI Researchers,Individual,52.09
2023-10-26,Data Center,Quadro P2200,South America,1574057.98,2844,Cloud Providers,Business,38.96
2023-10-26,Data Center,RTX 4090,Africa,1985144.82,2808,Gamers,Business,31.27
2023-10-27,Data Center,Quadro P2200,Africa,1243040.74,204,Cloud Providers,Individual,49.37
2023-10-27,OEM,RTX 4090,APAC,518520.29,1411,Cloud Providers,Business,34.08
2023-10-27,Gaming,RTX 3080,South America,368249.13,3645,Cloud Providers,Individual,58.09
2023-10-27,Data Center,RTX 3080,Middle East,762437.84,4788,Educational Institutions,Individual,64.9
2023-10-28,Data Center,Tesla V100,APAC,337782.89,4952,AI Researchers,Business,66.47
2023-10-28,OEM,RTX 4090,Europe,141663.22,3858,AI Researchers,Business,51.13
2023-10-28,OEM,RTX 4090,North America,1195483.48,2284,AI Researchers,Individual,38.56
2023-10-29,Gaming,Quadro P2200,Africa,1642756.97,3039,Cloud Providers,Business,61.46
2023-10-29,Data Center,Quadro P2200,Middle East,324171.55,2318,Educational Institutions,Individual,37.24
2023-10-29,AI,RTX 4090,Africa,1740343.03,4184,Cloud Providers,Business,36.13
2023-10-29,AI,Tesla T4,Middle East,951641.95,4212,Cloud Providers,Business,35.2
2023-10-30,AI,Tesla T4,Africa,1105716.71,2406,Educational Institutions,Business,31.13
2023-10-30,Data Center,Tesla T4,Middle East,73249.88,1191,Gamers,Individual,64.75
2023-10-31,Gaming,RTX 4090,APAC,1374326.92,4285,AI Researchers,Individual,63.73
2023-10-31,AI,RTX 3080,Europe,1974884.7,3189,Cloud Providers,Individual,39.93
2023-10-31,Gaming,Tesla T4,South America,1278427.61,4200,Cloud Providers,Business,46.59
2023-11-01,AI,RTX 4090,Europe,937065.12,4100,Cloud Providers,Individual,47.91
2023-11-01,OEM,Tesla T4,Europe,922322.46,2555,Gamers,Business,52.52
2023-11-01,OEM,Quadro P2200,Europe,1229037.53,3497,Cloud Providers,Business,50.43
2023-11-01,OEM,Quadro P2200,Europe,1766925.25,4940,Gamers,Individual,52.44
2023-11-02,AI,Quadro P2200,North America,720659.06,516,Educational Institutions,Business,48.51
2023-11-02,AI,Tesla T4,Europe,1675483.64,4224,Gamers,Individual,30.36
2023-11-02,OEM,Tesla T4,Africa,107428.21,2385,AI Researchers,Business,62.99
2023-11-03,Gaming,Tesla T4,APAC,941599.98,2542,Gamers,Individual,61.62
2023-11-04,Data Center,RTX 4090,Africa,1359549.35,3951,Educational Institutions,Business,52.36
2023-11-04,Data Center,Tesla V100,South America,369908.41,4985,Cloud Providers,Individual,64.11
2023-11-04,Data Center,RTX 3080,Europe,421258.5,1366,Cloud Providers,Business,62.15
2023-11-04,Gaming,Tesla V100,Europe,361722.18,4720,Gamers,Individual,46.11
2023-11-04,AI,Tesla V100,Middle East,311947.35,688,Gamers,Business,44.76
2023-11-06,Gaming,RTX 3080,Europe,607592.77,665,Educational Institutions,Individual,46.19
2023-11-06,Gaming,RTX 3080,South America,1071814.73,4933,Gamers,Business,35.64
2023-11-06,AI,RTX 3080,Europe,759383.61,4516,Cloud Providers,Individual,42.87
2023-11-06,OEM,Quadro P2200,Middle East,1117883.65,846,AI Researchers,Business,35.45
2023-11-07,Gaming,RTX 3080,South America,613547.29,3890,AI Researchers,Business,60.31
2023-11-07,Data Center,Tesla V100,Middle East,1621262.08,155,AI Researchers,Business,49.19
2023-11-07,Data Center,Quadro P2200,APAC,1716782.32,1815,Educational Institutions,Individual,42.59
2023-11-07,Gaming,RTX 3080,North America,1964674.04,4321,AI Researchers,Business,42.41
2023-11-07,OEM,RTX 3080,Europe,132580.95,4975,Cloud Providers,Individual,47.76
2023-11-08,AI,Quadro P2200,Africa,919043.89,126,Cloud Providers,Individual,60.46
2023-11-08,OEM,Tesla T4,APAC,890472.14,2388,Cloud Providers,Individual,50.09
2023-11-09,OEM,Tesla T4,Africa,475129.07,3403,Gamers,Individual,48.92
2023-11-09,AI,RTX 4090,Middle East,59748.81,4478,Educational Institutions,Individual,30.45
2023-11-09,Data Center,RTX 3080,North America,995858.26,512,AI Researchers,Business,51.21
2023-11-09,OEM,Tesla T4,Africa,251579.63,4104,AI Researchers,Individual,46.4
2023-11-10,Data Center,Quadro P2200,North America,533187.39,3353,AI Researchers,Individual,66.2
2023-11-10,OEM,RTX 4090,Middle East,1211944.23,223,Educational Institutions,Business,41.19
2023-11-11,OEM,Quadro P2200,North America,710095.45,3827,Cloud Providers,Individual,44.51
2023-11-11,Gaming,RTX 4090,Europe,1171022.43,1551,Cloud Providers,Business,35.39
2023-11-12,AI,Quadro P2200,Africa,1295504.1,1392,Gamers,Individual,49.83
2023-11-13,Gaming,Tesla T4,APAC,1950702.28,420,Cloud Providers,Individual,31.39
2023-11-13,Gaming,RTX 4090,APAC,231254.14,1857,Cloud Providers,Business,44.95
2023-11-13,Data Center,Tesla V100,South America,105947.51,4563,Educational Institutions,Business,48.85
2023-11-13,Data Center,RTX 4090,Middle East,350308.75,3514,Cloud Providers,Individual,59.15
2023-11-13,Data Center,RTX 4090,Middle East,159857.57,4204,Cloud Providers,Business,54.9
2023-11-13,AI,Tesla V100,Africa,697977.89,1237,AI Researchers,Individual,51.39
2023-11-14,Gaming,RTX 3080,Africa,343871.75,1784,AI Researchers,Business,38.08
2023-11-14,Gaming,Quadro P2200,South America,1043593.25,3405,Educational Institutions,Business,55.43
2023-11-15,AI,Tesla V100,Europe,550547.59,3485,Cloud Providers,Individual,54.94
2023-11-15,Data Center,Tesla T4,Europe,1608845.23,4622,Gamers,Business,35.93
2023-11-16,Gaming,Tesla T4,Middle East,1867626.92,2075,Educational Institutions,Business,44.23
2023-11-16,AI,RTX 4090,Africa,1144496.79,3351,AI Researchers,Business,42.24
2023-11-16,OEM,Tesla T4,Africa,1904847.66,2082,Gamers,Individual,62.27
2023-11-16,Data Center,Tesla T4,Europe,1968381.28,1700,Cloud Providers,Individual,38.24
2023-11-17,Data Center,RTX 3080,South America,776249.89,3273,AI Researchers,Business,48.48
2023-11-17,Gaming,RTX 3080,Africa,1777941.0,1954,Educational Institutions,Individual,47.82
2023-11-18,AI,Quadro P2200,North America,544404.65,2766,Gamers,Individual,48.45
2023-11-18,OEM,RTX 4090,APAC,788458.09,1129,AI Researchers,Business,58.08
2023-11-18,AI,Tesla T4,Middle East,298473.47,4229,Gamers,Business,41.74
2023-11-19,AI,Quadro P2200,South America,290824.59,4350,Gamers,Business,61.09
2023-11-19,Data Center,RTX 4090,North America,550857.17,3717,Cloud Providers,Individual,60.34
2023-11-19,Data Center,Tesla V100,Europe,876802.89,3946,Educational Institutions,Individual,60.4
2023-11-19,Data Center,Quadro P2200,APAC,527582.17,788,Cloud Providers,Business,54.2
2023-11-19,OEM,RTX 4090,North America,1273401.68,1194,Gamers,Individual,39.94
2023-11-20,Gaming,Tesla T4,Europe,1897507.71,4699,Educational Institutions,Business,38.86
2023-11-20,Gaming,RTX 3080,North America,1050494.87,586,Gamers,Individual,59.84
2023-11-20,AI,Tesla V100,South America,1284225.76,849,AI Researchers,Individual,62.0
2023-11-20,Data Center,Tesla T4,Middle East,205102.07,3296,AI Researchers,Business,31.13
2023-11-20,AI,Tesla V100,Europe,171608.52,1201,AI Researchers,Individual,43.74
2023-11-21,Gaming,RTX 3080,Africa,1278956.99,4793,Gamers,Individual,54.15
2023-11-21,AI,RTX 4090,North America,1578267.01,235,Cloud Providers,Business,43.22
2023-11-21,Data Center,RTX 3080,APAC,1876066.39,1849,Educational Institutions,Business,42.85
2023-11-22,Gaming,Tesla T4,Europe,816515.51,3578,AI Researchers,Business,30.65
2023-11-22,Data Center,RTX 4090,Middle East,1068535.2,124,Gamers,Individual,47.56
2023-11-22,Gaming,RTX 4090,Europe,637804.3,2505,Gamers,Individual,58.23
2023-11-22,Data Center,Quadro P2200,Africa,346718.18,1478,AI Researchers,Individual,64.31
2023-11-22,AI,RTX 3080,North America,387253.66,3364,AI Researchers,Business,59.57
2023-11-23,AI,Quadro P2200,APAC,199271.61,3354,Gamers,Business,31.94
2023-11-23,Gaming,Tesla T4,Europe,983272.95,743,Educational Institutions,Individual,54.64
2023-11-24,AI,RTX 4090,APAC,589932.33,1828,Educational Institutions,Business,56.64
2023-11-24,Gaming,Tesla T4,South America,53844.66,1660,Educational Institutions,Individual,59.7
2023-11-24,OEM,RTX 4090,South America,431383.1,4837,AI Researchers,Individual,66.21
2023-11-24,OEM,Quadro P2200,North America,1593192.47,3011,AI Researchers,Individual,33.09
2023-11-25,Gaming,Quadro P2200,Africa,1459963.61,669,Cloud Providers,Individual,38.45
2023-11-25,AI,Quadro P2200,Middle East,350479.07,3268,Educational Institutions,Business,62.38
2023-11-26,Gaming,RTX 4090,APAC,439690.39,1025,AI Researchers,Individual,66.3
2023-11-26,OEM,Tesla V100,North America,1511522.25,2316,AI Researchers,Business,35.36
2023-11-26,AI,RTX 4090,Europe,441734.26,142,AI Researchers,Individual,48.07
2023-11-27,Gaming,Quadro P2200,Middle East,495839.0,3875,Educational Institutions,Individual,68.54
2023-11-28,AI,Tesla V100,Middle East,1608478.26,1190,Cloud Providers,Individual,57.35
2023-11-28,Data Center,Tesla T4,APAC,1873954.86,3543,Educational Institutions,Individual,42.14
2023-11-29,Gaming,RTX 3080,South America,1232245.0,1192,Educational Institutions,Business,60.45
2023-11-29,OEM,Tesla V100,South America,756522.12,4144,Gamers,Business,49.86
2023-11-30,AI,Tesla V100,Europe,1332773.31,3381,Educational Institutions,Business,35.4
2023-11-30,Data Center,RTX 3080,South America,1228776.23,2859,Cloud Providers,Business,45.4
2023-11-30,AI,Tesla T4,APAC,289031.88,4198,Educational Institutions,Business,36.18
2023-11-30,AI,Quadro P2200,APAC,716644.51,168,Cloud Providers,Business,48.86
2023-12-01,AI,Tesla V100,APAC,303878.07,4062,Educational Institutions,Business,58.85
2023-12-01,OEM,Tesla T4,Europe,606144.29,3739,Cloud Providers,Individual,47.06
2023-12-01,OEM,Tesla T4,Europe,377772.55,2307,Gamers,Individual,45.83
2023-12-02,OEM,Tesla V100,North America,255315.36,4033,Cloud Providers,Individual,46.62
2023-12-03,Data Center,Tesla T4,Europe,1444512.56,2853,Cloud Providers,Business,63.87
2023-12-03,Gaming,Quadro P2200,Europe,1363208.86,1208,AI Researchers,Individual,32.23
2023-12-03,AI,RTX 4090,Europe,511198.72,3283,Gamers,Business,68.47
2023-12-03,Data Center,Tesla V100,North America,1628575.77,3554,Educational Institutions,Individual,57.74
2023-12-03,Data Center,Tesla V100,APAC,1453560.27,4440,Cloud Providers,Business,67.39
2023-12-03,OEM,Tesla T4,South America,691085.72,3226,Cloud Providers,Business,38.11
2023-12-04,Data Center,Quadro P2200,Middle East,1474734.96,2614,AI Researchers,Business,56.63
2023-12-04,Data Center,Tesla V100,South America,1684935.98,4967,Cloud Providers,Business,42.16
2023-12-04,Data Center,RTX 3080,North America,1117233.34,4710,Gamers,Business,51.56
2023-12-04,OEM,RTX 4090,Middle East,1595765.03,2507,Gamers,Business,54.8
2023-12-05,OEM,RTX 3080,South America,1307344.88,1134,Gamers,Individual,46.63
2023-12-05,Gaming,Quadro P2200,North America,1698749.23,1421,Cloud Providers,Individual,42.01
2023-12-05,Data Center,Quadro P2200,Africa,379596.37,4902,Gamers,Individual,58.51
2023-12-06,AI,Tesla V100,Africa,1833203.12,2111,Educational Institutions,Individual,52.91
2023-12-06,AI,Tesla T4,North America,930605.89,122,AI Researchers,Business,56.01
2023-12-06,OEM,RTX 4090,APAC,216722.44,3362,AI Researchers,Business,57.8
2023-12-06,OEM,Tesla T4,Middle East,528061.41,2956,Gamers,Individual,36.85
2023-12-06,OEM,Quadro P2200,North America,1177135.82,3094,Gamers,Business,44.75
2023-12-07,OEM,RTX 3080,Africa,1837500.35,2515,AI Researchers,Individual,69.02
2023-12-07,AI,RTX 3080,APAC,1385125.16,653,AI Researchers,Business,35.68
2023-12-08,OEM,Tesla T4,South America,559012.87,3407,AI Researchers,Business,61.0
2023-12-08,Data Center,Tesla T4,Africa,1450925.88,186,AI Researchers,Business,47.15
2023-12-08,Gaming,Quadro P2200,Africa,515499.33,125,Gamers,Business,31.11
2023-12-08,Gaming,Quadro P2200,North America,1586545.26,3765,Gamers,Individual,48.45
2023-12-09,Gaming,Quadro P2200,Africa,248588.73,3240,Educational Institutions,Business,66.59
2023-12-09,Gaming,Quadro P2200,Africa,1340404.63,2430,AI Researchers,Business,41.48
2023-12-09,Data Center,Tesla V100,APAC,182750.18,586,AI Researchers,Individual,65.55
2023-12-09,Data Center,Quadro P2200,Europe,1435572.26,4786,AI Researchers,Individual,52.42
2023-12-10,Data Center,Tesla V100,Europe,378101.49,1254,Gamers,Business,49.73
2023-12-10,OEM,Tesla V100,APAC,1567371.4,109,Educational Institutions,Business,67.22
2023-12-11,Data Center,RTX 3080,South America,504680.75,3980,AI Researchers,Individual,44.59
2023-12-11,AI,Tesla T4,Middle East,1980620.83,4994,Gamers,Business,50.03
2023-12-11,OEM,Tesla V100,Europe,1564630.87,3136,Gamers,Individual,69.52
2023-12-11,OEM,RTX 4090,Middle East,622935.49,3870,Cloud Providers,Business,49.75
2023-12-12,AI,Tesla T4,Middle East,944265.99,2226,Cloud Providers,Business,40.71
2023-12-12,AI,Tesla V100,APAC,411469.05,3571,AI Researchers,Individual,44.53
2023-12-12,OEM,Quadro P2200,South America,202893.23,2512,AI Researchers,Individual,44.85
2023-12-12,OEM,RTX 4090,Europe,1082367.05,4174,Educational Institutions,Business,36.31
2023-12-13,AI,Tesla V100,South America,236151.14,1202,AI Researchers,Individual,42.47
2023-12-13,OEM,Tesla T4,North America,243011.36,657,Educational Institutions,Individual,44.5
2023-12-13,OEM,RTX 4090,Africa,1105451.86,4431,AI Researchers,Business,63.92
2023-12-14,Data Center,Quadro P2200,South America,1095798.35,4256,Gamers,Business,32.03
2023-12-14,Gaming,RTX 3080,Africa,1789934.01,3390,Educational Institutions,Individual,50.74
2023-12-15,Data Center,Tesla T4,Middle East,499951.92,4740,AI Researchers,Business,34.72
2023-12-15,AI,Quadro P2200,APAC,1569500.73,3829,Gamers,Business,33.55
2023-12-16,AI,Tesla V100,Africa,729685.97,4306,AI Researchers,Individual,66.62
2023-12-16,Gaming,Tesla V100,South America,1007176.75,1344,AI Researchers,Business,69.0
2023-12-16,Data Center,Tesla V100,Middle East,304240.76,1332,Cloud Providers,Business,35.47
2023-12-16,OEM,RTX 4090,South America,,3618,Gamers,Business,69.03
2023-12-17,Data Center,RTX 3080,Africa,1392991.62,994,Cloud Providers,Individual,51.23
2023-12-17,Gaming,Tesla T4,Europe,95263.58,3639,Gamers,Individual,57.92
2023-12-18,Gaming,Tesla V100,South America,536892.78,3437,Cloud Providers,Individual,48.59
2023-12-18,OEM,Tesla T4,Middle East,50537.25,3930,AI Researchers,Business,36.92
2023-12-18,Gaming,RTX 4090,North America,371387.66,823,Educational Institutions,Individual,69.24
2023-12-19,OEM,RTX 3080,South America,1610939.33,4812,AI Researchers,Individual,64.28
2023-12-19,OEM,Tesla T4,North America,1072228.86,3186,AI Researchers,Business,54.93
2023-12-19,AI,RTX 4090,APAC,1966896.91,4718,AI Researchers,Individual,56.96
2023-12-19,Data Center,Quadro P2200,APAC,331063.15,2773,Educational Institutions,Individual,34.93
2023-12-20,Data Center,Quadro P2200,Europe,604177.54,626,Gamers,Individual,58.12
2023-12-20,Gaming,Quadro P2200,Europe,1031545.44,1667,Cloud Providers,Individual,48.5
2023-12-20,Data Center,Tesla T4,APAC,515746.18,3847,AI Researchers,Business,61.56
2023-12-20,Gaming,Tesla V100,Middle East,1391689.22,4814,Gamers,Individual,58.62
2023-12-21,OEM,RTX 4090,Europe,137074.32,2989,Gamers,Individual,67.9
2023-12-21,Gaming,RTX 3080,Europe,1806298.95,4591,Educational Institutions,Individual,56.74
2023-12-21,Gaming,Tesla T4,Europe,323010.36,318,AI Researchers,Individual,53.41
2023-12-22,Data Center,RTX 3080,Europe,1536546.35,2225,Educational Institutions,Individual,69.78
2023-12-22,AI,Tesla T4,APAC,83515.47,3429,Gamers,Business,56.89
2023-12-23,Data Center,Quadro P2200,South America,715325.59,3946,Gamers,Individual,65.11
2023-12-24,Gaming,Tesla T4,Africa,1855824.73,1145,AI Researchers,Individual,32.73
2023-12-24,Data Center,Tesla T4,APAC,1858629.8,822,Gamers,Business,48.01
2023-12-24,AI,RTX 4090,North America,1105519.32,2619,Educational Institutions,Individual,51.64
2023-12-25,AI,RTX 4090,North America,1795313.33,4206,Cloud Providers,Individual,42.84
2023-12-26,Gaming,RTX 4090,Europe,1720189.06,3391,Gamers,Business,46.23
2023-12-26,OEM,RTX 3080,Europe,1203383.12,1388,Cloud Providers,Individual,42.48
2023-12-26,Gaming,Quadro P2200,North America,1203075.37,2652,Gamers,Individual,42.17
2023-12-26,Gaming,Tesla T4,Europe,742612.55,4894,AI Researchers,Individual,50.57
2023-12-26,OEM,RTX 3080,North America,73782.25,3178,Gamers,Business,30.26
2023-12-26,Gaming,RTX 3080,Africa,738073.04,1989,AI Researchers,Individual,51.44
2023-12-27,AI,Tesla T4,North America,304775.61,4875,AI Researchers,Individual,45.79
2023-12-27,OEM,RTX 4090,South America,533415.59,2864,Cloud Providers,Business,30.91
